"dataEmissao","tipoDespesa","valorLiq"
"09/10","ASSINATURA DE PUBLICAÇÕES",77.9
"10/10","ASSINATURA DE PUBLICAÇÕES",1215.28
"11/10","ASSINATURA DE PUBLICAÇÕES",1683.44
"13/10","ASSINATURA DE PUBLICAÇÕES",337.76
"14/10","ASSINATURA DE PUBLICAÇÕES",1061.73
"15/10","ASSINATURA DE PUBLICAÇÕES",20.9
"16/10","ASSINATURA DE PUBLICAÇÕES",24.9
"17/10","ASSINATURA DE PUBLICAÇÕES",878.15
"18/10","ASSINATURA DE PUBLICAÇÕES",299.4
"19/10","ASSINATURA DE PUBLICAÇÕES",1627.24
"20/10","ASSINATURA DE PUBLICAÇÕES",626.23
"21/10","ASSINATURA DE PUBLICAÇÕES",908.51
"24/10","ASSINATURA DE PUBLICAÇÕES",378.6
"25/10","ASSINATURA DE PUBLICAÇÕES",2906.51
"26/10","ASSINATURA DE PUBLICAÇÕES",305.94
"28/10","ASSINATURA DE PUBLICAÇÕES",2093.96
"31/10","ASSINATURA DE PUBLICAÇÕES",380.94
"01/11","ASSINATURA DE PUBLICAÇÕES",58.5
"02/11","ASSINATURA DE PUBLICAÇÕES",977.9
"03/11","ASSINATURA DE PUBLICAÇÕES",1015.76
"04/11","ASSINATURA DE PUBLICAÇÕES",985.6
"05/11","ASSINATURA DE PUBLICAÇÕES",812.8
"07/11","ASSINATURA DE PUBLICAÇÕES",1268.93
"08/11","ASSINATURA DE PUBLICAÇÕES",1032.16
"09/11","ASSINATURA DE PUBLICAÇÕES",957.9
"10/11","ASSINATURA DE PUBLICAÇÕES",1699.51
"13/11","ASSINATURA DE PUBLICAÇÕES",291.33
"14/11","ASSINATURA DE PUBLICAÇÕES",384.75
"16/11","ASSINATURA DE PUBLICAÇÕES",806.93
"17/11","ASSINATURA DE PUBLICAÇÕES",946.7
"18/11","ASSINATURA DE PUBLICAÇÕES",3141.84
"19/11","ASSINATURA DE PUBLICAÇÕES",357.66
"21/11","ASSINATURA DE PUBLICAÇÕES",429.9
"22/11","ASSINATURA DE PUBLICAÇÕES",1215.41
"23/11","ASSINATURA DE PUBLICAÇÕES",1635.2
"24/11","ASSINATURA DE PUBLICAÇÕES",21.75
"25/11","ASSINATURA DE PUBLICAÇÕES",79.8
"27/11","ASSINATURA DE PUBLICAÇÕES",151.6
"28/11","ASSINATURA DE PUBLICAÇÕES",253.4
"29/11","ASSINATURA DE PUBLICAÇÕES",1204.29
"30/11","ASSINATURA DE PUBLICAÇÕES",2522.04
"01/12","ASSINATURA DE PUBLICAÇÕES",1253.96
"02/12","ASSINATURA DE PUBLICAÇÕES",400
"04/12","ASSINATURA DE PUBLICAÇÕES",535.6
"05/12","ASSINATURA DE PUBLICAÇÕES",1927.3
"06/12","ASSINATURA DE PUBLICAÇÕES",404.83
"07/12","ASSINATURA DE PUBLICAÇÕES",2842.61
"08/12","ASSINATURA DE PUBLICAÇÕES",156.75
"09/12","ASSINATURA DE PUBLICAÇÕES",1358.46
"10/12","ASSINATURA DE PUBLICAÇÕES",1945.51
"12/12","ASSINATURA DE PUBLICAÇÕES",3853.71
"13/12","ASSINATURA DE PUBLICAÇÕES",1160.42
"14/12","ASSINATURA DE PUBLICAÇÕES",181.57
"15/12","ASSINATURA DE PUBLICAÇÕES",543.93
"16/12","ASSINATURA DE PUBLICAÇÕES",2808.01
"17/12","ASSINATURA DE PUBLICAÇÕES",394.39
"19/12","ASSINATURA DE PUBLICAÇÕES",1320.2
"20/12","ASSINATURA DE PUBLICAÇÕES",920.95
"21/12","ASSINATURA DE PUBLICAÇÕES",369.9
"22/12","ASSINATURA DE PUBLICAÇÕES",1006.59
"23/12","ASSINATURA DE PUBLICAÇÕES",4440.64
"27/12","ASSINATURA DE PUBLICAÇÕES",151.6
"28/12","ASSINATURA DE PUBLICAÇÕES",32.9
"29/12","ASSINATURA DE PUBLICAÇÕES",305.94
"31/12","ASSINATURA DE PUBLICAÇÕES",58.5
"01/01","ASSINATURA DE PUBLICAÇÕES",274.39
"02/01","ASSINATURA DE PUBLICAÇÕES",69.8
"03/01","ASSINATURA DE PUBLICAÇÕES",384.75
"05/01","ASSINATURA DE PUBLICAÇÕES",479.8
"06/01","ASSINATURA DE PUBLICAÇÕES",598
"07/01","ASSINATURA DE PUBLICAÇÕES",1141
"09/01","ASSINATURA DE PUBLICAÇÕES",136.2
"10/01","ASSINATURA DE PUBLICAÇÕES",2091.6
"13/01","ASSINATURA DE PUBLICAÇÕES",462.96
"16/01","ASSINATURA DE PUBLICAÇÕES",202.69
"17/01","ASSINATURA DE PUBLICAÇÕES",531.95
"18/01","ASSINATURA DE PUBLICAÇÕES",601.6
"19/01","ASSINATURA DE PUBLICAÇÕES",190.28
"20/01","ASSINATURA DE PUBLICAÇÕES",617.5
"21/01","ASSINATURA DE PUBLICAÇÕES",39.9
"22/01","ASSINATURA DE PUBLICAÇÕES",187.93
"23/01","ASSINATURA DE PUBLICAÇÕES",1849.26
"25/01","ASSINATURA DE PUBLICAÇÕES",1432.46
"27/01","ASSINATURA DE PUBLICAÇÕES",456.63
"28/01","ASSINATURA DE PUBLICAÇÕES",166.73
"30/01","ASSINATURA DE PUBLICAÇÕES",1215.93
"31/01","ASSINATURA DE PUBLICAÇÕES",2099.79
"01/02","ASSINATURA DE PUBLICAÇÕES",186.8
"02/02","ASSINATURA DE PUBLICAÇÕES",2711.25
"03/02","ASSINATURA DE PUBLICAÇÕES",598
"06/02","ASSINATURA DE PUBLICAÇÕES",1392.2
"07/02","ASSINATURA DE PUBLICAÇÕES",1732.62
"08/02","ASSINATURA DE PUBLICAÇÕES",2343.4
"09/02","ASSINATURA DE PUBLICAÇÕES",1288.29
"10/02","ASSINATURA DE PUBLICAÇÕES",2208.81
"12/02","ASSINATURA DE PUBLICAÇÕES",59.9
"13/02","ASSINATURA DE PUBLICAÇÕES",790.38
"14/02","ASSINATURA DE PUBLICAÇÕES",3404.21
"15/02","ASSINATURA DE PUBLICAÇÕES",6918.68
"16/02","ASSINATURA DE PUBLICAÇÕES",404.1
"17/02","ASSINATURA DE PUBLICAÇÕES",742
"18/02","ASSINATURA DE PUBLICAÇÕES",505.62
"20/02","ASSINATURA DE PUBLICAÇÕES",469
"21/02","ASSINATURA DE PUBLICAÇÕES",6664.49
"22/02","ASSINATURA DE PUBLICAÇÕES",1939.95
"23/02","ASSINATURA DE PUBLICAÇÕES",3611.65
"24/02","ASSINATURA DE PUBLICAÇÕES",6958.83
"28/02","ASSINATURA DE PUBLICAÇÕES",2214.14
"01/03","ASSINATURA DE PUBLICAÇÕES",630
"02/03","ASSINATURA DE PUBLICAÇÕES",2900.73
"03/03","ASSINATURA DE PUBLICAÇÕES",653
"04/03","ASSINATURA DE PUBLICAÇÕES",1830.84
"06/03","ASSINATURA DE PUBLICAÇÕES",2717.51
"07/03","ASSINATURA DE PUBLICAÇÕES",1530.76
"08/03","ASSINATURA DE PUBLICAÇÕES",667.8
"09/03","ASSINATURA DE PUBLICAÇÕES",2213.63
"10/03","ASSINATURA DE PUBLICAÇÕES",938.34
"11/03","ASSINATURA DE PUBLICAÇÕES",1198.5
"13/03","ASSINATURA DE PUBLICAÇÕES",935.33
"14/03","ASSINATURA DE PUBLICAÇÕES",1115.53
"15/03","ASSINATURA DE PUBLICAÇÕES",1331.78
"16/03","ASSINATURA DE PUBLICAÇÕES",3013.1
"17/03","ASSINATURA DE PUBLICAÇÕES",3984.16
"20/03","ASSINATURA DE PUBLICAÇÕES",2311.34
"21/03","ASSINATURA DE PUBLICAÇÕES",7787.46
"22/03","ASSINATURA DE PUBLICAÇÕES",13865.2
"23/03","ASSINATURA DE PUBLICAÇÕES",3282.88
"24/03","ASSINATURA DE PUBLICAÇÕES",3833.28
"27/03","ASSINATURA DE PUBLICAÇÕES",118.7
"28/03","ASSINATURA DE PUBLICAÇÕES",3492.11
"29/03","ASSINATURA DE PUBLICAÇÕES",585.94
"30/03","ASSINATURA DE PUBLICAÇÕES",3231.66
"31/03","ASSINATURA DE PUBLICAÇÕES",1663.54
"01/04","ASSINATURA DE PUBLICAÇÕES",973.5
"03/04","ASSINATURA DE PUBLICAÇÕES",257.7
"04/04","ASSINATURA DE PUBLICAÇÕES",4444.53
"05/04","ASSINATURA DE PUBLICAÇÕES",7996.16
"06/04","ASSINATURA DE PUBLICAÇÕES",5068.41
"07/04","ASSINATURA DE PUBLICAÇÕES",1714.38
"09/04","ASSINATURA DE PUBLICAÇÕES",84.9
"10/04","ASSINATURA DE PUBLICAÇÕES",6999.2
"11/04","ASSINATURA DE PUBLICAÇÕES",2325.52
"12/04","ASSINATURA DE PUBLICAÇÕES",216.65
"13/04","ASSINATURA DE PUBLICAÇÕES",3263.94
"15/04","ASSINATURA DE PUBLICAÇÕES",33.9
"17/04","ASSINATURA DE PUBLICAÇÕES",1143.19
"18/04","ASSINATURA DE PUBLICAÇÕES",2587.53
"19/04","ASSINATURA DE PUBLICAÇÕES",960.68
"20/04","ASSINATURA DE PUBLICAÇÕES",3379.24
"21/04","ASSINATURA DE PUBLICAÇÕES",1356.65
"22/04","ASSINATURA DE PUBLICAÇÕES",1290.56
"23/04","ASSINATURA DE PUBLICAÇÕES",1056.66
"24/04","ASSINATURA DE PUBLICAÇÕES",538
"25/04","ASSINATURA DE PUBLICAÇÕES",1637.8
"26/04","ASSINATURA DE PUBLICAÇÕES",996.75
"27/04","ASSINATURA DE PUBLICAÇÕES",3247.64
"28/04","ASSINATURA DE PUBLICAÇÕES",166.73
"30/04","ASSINATURA DE PUBLICAÇÕES",861.78
"02/05","ASSINATURA DE PUBLICAÇÕES",1789.9
"03/05","ASSINATURA DE PUBLICAÇÕES",3185.5
"04/05","ASSINATURA DE PUBLICAÇÕES",981.09
"05/05","ASSINATURA DE PUBLICAÇÕES",4141.74
"06/05","ASSINATURA DE PUBLICAÇÕES",125.9
"08/05","ASSINATURA DE PUBLICAÇÕES",897.63
"09/05","ASSINATURA DE PUBLICAÇÕES",1646.75
"10/05","ASSINATURA DE PUBLICAÇÕES",3899.9
"11/05","ASSINATURA DE PUBLICAÇÕES",2681
"12/05","ASSINATURA DE PUBLICAÇÕES",1306.9
"15/05","ASSINATURA DE PUBLICAÇÕES",1814.1
"16/05","ASSINATURA DE PUBLICAÇÕES",1548.49
"17/05","ASSINATURA DE PUBLICAÇÕES",450
"18/05","ASSINATURA DE PUBLICAÇÕES",1949.36
"19/05","ASSINATURA DE PUBLICAÇÕES",1224.36
"21/05","ASSINATURA DE PUBLICAÇÕES",40.9
"22/05","ASSINATURA DE PUBLICAÇÕES",172.9
"23/05","ASSINATURA DE PUBLICAÇÕES",1730.98
"24/05","ASSINATURA DE PUBLICAÇÕES",6453.31
"25/05","ASSINATURA DE PUBLICAÇÕES",357.16
"26/05","ASSINATURA DE PUBLICAÇÕES",429.5
"29/05","ASSINATURA DE PUBLICAÇÕES",475.9
"30/05","ASSINATURA DE PUBLICAÇÕES",1630.89
"31/05","ASSINATURA DE PUBLICAÇÕES",7057.88
"01/06","ASSINATURA DE PUBLICAÇÕES",1105.2
"02/06","ASSINATURA DE PUBLICAÇÕES",2535.32
"04/06","ASSINATURA DE PUBLICAÇÕES",129.9
"05/06","ASSINATURA DE PUBLICAÇÕES",2177.2
"06/06","ASSINATURA DE PUBLICAÇÕES",734.13
"07/06","ASSINATURA DE PUBLICAÇÕES",914.98
"08/06","ASSINATURA DE PUBLICAÇÕES",1298.26
"09/06","ASSINATURA DE PUBLICAÇÕES",1156.53
"10/06","ASSINATURA DE PUBLICAÇÕES",1442.16
"12/06","ASSINATURA DE PUBLICAÇÕES",465.99
"13/06","ASSINATURA DE PUBLICAÇÕES",2991.19
"14/06","ASSINATURA DE PUBLICAÇÕES",2658.91
"15/06","ASSINATURA DE PUBLICAÇÕES",33.9
"16/06","ASSINATURA DE PUBLICAÇÕES",453.75
"19/06","ASSINATURA DE PUBLICAÇÕES",400.84
"20/06","ASSINATURA DE PUBLICAÇÕES",2007.42
"21/06","ASSINATURA DE PUBLICAÇÕES",231.18
"22/06","ASSINATURA DE PUBLICAÇÕES",2548.62
"26/06","ASSINATURA DE PUBLICAÇÕES",1472.05
"27/06","ASSINATURA DE PUBLICAÇÕES",756.16
"28/06","ASSINATURA DE PUBLICAÇÕES",751.19
"29/06","ASSINATURA DE PUBLICAÇÕES",1361.4
"30/06","ASSINATURA DE PUBLICAÇÕES",129.9
"01/07","ASSINATURA DE PUBLICAÇÕES",122.9
"03/07","ASSINATURA DE PUBLICAÇÕES",500
"04/07","ASSINATURA DE PUBLICAÇÕES",2830.24
"05/07","ASSINATURA DE PUBLICAÇÕES",1713.6
"06/07","ASSINATURA DE PUBLICAÇÕES",2151.82
"08/07","ASSINATURA DE PUBLICAÇÕES",1445
"09/07","ASSINATURA DE PUBLICAÇÕES",84.9
"10/07","ASSINATURA DE PUBLICAÇÕES",932.47
"11/07","ASSINATURA DE PUBLICAÇÕES",578.55
"12/07","ASSINATURA DE PUBLICAÇÕES",1045.74
"13/07","ASSINATURA DE PUBLICAÇÕES",1865.37
"14/07","ASSINATURA DE PUBLICAÇÕES",540
"15/07","ASSINATURA DE PUBLICAÇÕES",33.9
"17/07","ASSINATURA DE PUBLICAÇÕES",858.8
"19/07","ASSINATURA DE PUBLICAÇÕES",446
"20/07","ASSINATURA DE PUBLICAÇÕES",259.34
"21/07","ASSINATURA DE PUBLICAÇÕES",731.65
"22/07","ASSINATURA DE PUBLICAÇÕES",172.9
"24/07","ASSINATURA DE PUBLICAÇÕES",160.9
"25/07","ASSINATURA DE PUBLICAÇÕES",581.84
"27/07","ASSINATURA DE PUBLICAÇÕES",85.9
"29/07","ASSINATURA DE PUBLICAÇÕES",125.9
"30/07","ASSINATURA DE PUBLICAÇÕES",128.4
"31/07","ASSINATURA DE PUBLICAÇÕES",480
"01/08","ASSINATURA DE PUBLICAÇÕES",2366.9
"02/08","ASSINATURA DE PUBLICAÇÕES",3631.25
"03/08","ASSINATURA DE PUBLICAÇÕES",1301.41
"04/08","ASSINATURA DE PUBLICAÇÕES",1131.89
"06/08","ASSINATURA DE PUBLICAÇÕES",125.9
"07/08","ASSINATURA DE PUBLICAÇÕES",760.76
"08/08","ASSINATURA DE PUBLICAÇÕES",840.17
"09/08","ASSINATURA DE PUBLICAÇÕES",3171.59
"10/08","ASSINATURA DE PUBLICAÇÕES",2440.22
"11/08","ASSINATURA DE PUBLICAÇÕES",504.06
"12/08","ASSINATURA DE PUBLICAÇÕES",63.9
"13/08","ASSINATURA DE PUBLICAÇÕES",296.08
"14/08","ASSINATURA DE PUBLICAÇÕES",701.84
"15/08","ASSINATURA DE PUBLICAÇÕES",242.84
"16/08","ASSINATURA DE PUBLICAÇÕES",875.13
"17/08","ASSINATURA DE PUBLICAÇÕES",741.9
"18/08","ASSINATURA DE PUBLICAÇÕES",450
"21/08","ASSINATURA DE PUBLICAÇÕES",923.96
"22/08","ASSINATURA DE PUBLICAÇÕES",172.9
"23/08","ASSINATURA DE PUBLICAÇÕES",2324.81
"25/08","ASSINATURA DE PUBLICAÇÕES",486
"26/08","ASSINATURA DE PUBLICAÇÕES",76
"29/08","ASSINATURA DE PUBLICAÇÕES",832.7
"30/08","ASSINATURA DE PUBLICAÇÕES",128.4
"31/08","ASSINATURA DE PUBLICAÇÕES",1764.63
"01/09","ASSINATURA DE PUBLICAÇÕES",784.17
"04/09","ASSINATURA DE PUBLICAÇÕES",2130.75
"05/09","ASSINATURA DE PUBLICAÇÕES",2745.26
"06/09","ASSINATURA DE PUBLICAÇÕES",1656.14
"10/09","ASSINATURA DE PUBLICAÇÕES",862.37
"11/09","ASSINATURA DE PUBLICAÇÕES",1864.79
"12/09","ASSINATURA DE PUBLICAÇÕES",641.9
"13/09","ASSINATURA DE PUBLICAÇÕES",620.2
"14/09","ASSINATURA DE PUBLICAÇÕES",156.75
"15/09","ASSINATURA DE PUBLICAÇÕES",33.9
"18/09","ASSINATURA DE PUBLICAÇÕES",879.5
"19/09","ASSINATURA DE PUBLICAÇÕES",1101.12
"20/09","ASSINATURA DE PUBLICAÇÕES",732.3
"13/12","COMBUSTÍVEIS E LUBRIFICANTES.",50
"23/12","COMBUSTÍVEIS E LUBRIFICANTES.",66
"01/01","COMBUSTÍVEIS E LUBRIFICANTES.",4399.46
"02/01","COMBUSTÍVEIS E LUBRIFICANTES.",63360.63
"03/01","COMBUSTÍVEIS E LUBRIFICANTES.",20961.54
"04/01","COMBUSTÍVEIS E LUBRIFICANTES.",10669.48
"05/01","COMBUSTÍVEIS E LUBRIFICANTES.",80371.45
"06/01","COMBUSTÍVEIS E LUBRIFICANTES.",59223.64
"07/01","COMBUSTÍVEIS E LUBRIFICANTES.",39047.07
"08/01","COMBUSTÍVEIS E LUBRIFICANTES.",28771.23
"09/01","COMBUSTÍVEIS E LUBRIFICANTES.",32926.84
"10/01","COMBUSTÍVEIS E LUBRIFICANTES.",19379.07
"11/01","COMBUSTÍVEIS E LUBRIFICANTES.",7750.79
"12/01","COMBUSTÍVEIS E LUBRIFICANTES.",28221.74
"13/01","COMBUSTÍVEIS E LUBRIFICANTES.",43473.27
"14/01","COMBUSTÍVEIS E LUBRIFICANTES.",31420.42
"15/01","COMBUSTÍVEIS E LUBRIFICANTES.",34213.61
"16/01","COMBUSTÍVEIS E LUBRIFICANTES.",34000.25
"17/01","COMBUSTÍVEIS E LUBRIFICANTES.",15351.15
"18/01","COMBUSTÍVEIS E LUBRIFICANTES.",7727.7
"19/01","COMBUSTÍVEIS E LUBRIFICANTES.",32308.19
"20/01","COMBUSTÍVEIS E LUBRIFICANTES.",32395.02
"21/01","COMBUSTÍVEIS E LUBRIFICANTES.",44765.16
"22/01","COMBUSTÍVEIS E LUBRIFICANTES.",34011.36
"23/01","COMBUSTÍVEIS E LUBRIFICANTES.",39236.2
"24/01","COMBUSTÍVEIS E LUBRIFICANTES.",16454.5
"25/01","COMBUSTÍVEIS E LUBRIFICANTES.",5138.28
"26/01","COMBUSTÍVEIS E LUBRIFICANTES.",59568.07
"27/01","COMBUSTÍVEIS E LUBRIFICANTES.",52047.73
"28/01","COMBUSTÍVEIS E LUBRIFICANTES.",38281.28
"29/01","COMBUSTÍVEIS E LUBRIFICANTES.",34834.92
"30/01","COMBUSTÍVEIS E LUBRIFICANTES.",79620.71
"31/01","COMBUSTÍVEIS E LUBRIFICANTES.",48332.42
"01/02","COMBUSTÍVEIS E LUBRIFICANTES.",11483.62
"02/02","COMBUSTÍVEIS E LUBRIFICANTES.",52740.11
"03/02","COMBUSTÍVEIS E LUBRIFICANTES.",56880.15
"04/02","COMBUSTÍVEIS E LUBRIFICANTES.",35116.25
"05/02","COMBUSTÍVEIS E LUBRIFICANTES.",42200.21
"06/02","COMBUSTÍVEIS E LUBRIFICANTES.",27338.94
"07/02","COMBUSTÍVEIS E LUBRIFICANTES.",16930.87
"08/02","COMBUSTÍVEIS E LUBRIFICANTES.",14296.59
"09/02","COMBUSTÍVEIS E LUBRIFICANTES.",38429.24
"10/02","COMBUSTÍVEIS E LUBRIFICANTES.",37761.47
"11/02","COMBUSTÍVEIS E LUBRIFICANTES.",26357.24
"12/02","COMBUSTÍVEIS E LUBRIFICANTES.",30413.14
"13/02","COMBUSTÍVEIS E LUBRIFICANTES.",45868.8
"14/02","COMBUSTÍVEIS E LUBRIFICANTES.",12103.99
"15/02","COMBUSTÍVEIS E LUBRIFICANTES.",9158.3
"16/02","COMBUSTÍVEIS E LUBRIFICANTES.",18248.43
"17/02","COMBUSTÍVEIS E LUBRIFICANTES.",11628.67
"18/02","COMBUSTÍVEIS E LUBRIFICANTES.",28991.62
"19/02","COMBUSTÍVEIS E LUBRIFICANTES.",20390.59
"20/02","COMBUSTÍVEIS E LUBRIFICANTES.",45301.09
"21/02","COMBUSTÍVEIS E LUBRIFICANTES.",26909.15
"22/02","COMBUSTÍVEIS E LUBRIFICANTES.",14235.22
"23/02","COMBUSTÍVEIS E LUBRIFICANTES.",56740.26
"24/02","COMBUSTÍVEIS E LUBRIFICANTES.",50875.48
"25/02","COMBUSTÍVEIS E LUBRIFICANTES.",59827.93
"26/02","COMBUSTÍVEIS E LUBRIFICANTES.",74046.84
"27/02","COMBUSTÍVEIS E LUBRIFICANTES.",135590.07
"28/02","COMBUSTÍVEIS E LUBRIFICANTES.",87788.77
"01/03","COMBUSTÍVEIS E LUBRIFICANTES.",16926.18
"02/03","COMBUSTÍVEIS E LUBRIFICANTES.",91894.56
"03/03","COMBUSTÍVEIS E LUBRIFICANTES.",70820.3
"04/03","COMBUSTÍVEIS E LUBRIFICANTES.",39768.92
"05/03","COMBUSTÍVEIS E LUBRIFICANTES.",58677.49
"06/03","COMBUSTÍVEIS E LUBRIFICANTES.",43407.97
"07/03","COMBUSTÍVEIS E LUBRIFICANTES.",23690.52
"08/03","COMBUSTÍVEIS E LUBRIFICANTES.",15159.38
"09/03","COMBUSTÍVEIS E LUBRIFICANTES.",56283.55
"10/03","COMBUSTÍVEIS E LUBRIFICANTES.",40383.92
"11/03","COMBUSTÍVEIS E LUBRIFICANTES.",39931
"12/03","COMBUSTÍVEIS E LUBRIFICANTES.",40079.33
"13/03","COMBUSTÍVEIS E LUBRIFICANTES.",35915.18
"14/03","COMBUSTÍVEIS E LUBRIFICANTES.",26737.5
"15/03","COMBUSTÍVEIS E LUBRIFICANTES.",16277.57
"16/03","COMBUSTÍVEIS E LUBRIFICANTES.",79071.9
"17/03","COMBUSTÍVEIS E LUBRIFICANTES.",42021.56
"18/03","COMBUSTÍVEIS E LUBRIFICANTES.",38202.58
"19/03","COMBUSTÍVEIS E LUBRIFICANTES.",25150.56
"20/03","COMBUSTÍVEIS E LUBRIFICANTES.",58978.9
"21/03","COMBUSTÍVEIS E LUBRIFICANTES.",24020.16
"22/03","COMBUSTÍVEIS E LUBRIFICANTES.",10925.13
"23/03","COMBUSTÍVEIS E LUBRIFICANTES.",46580.43
"24/03","COMBUSTÍVEIS E LUBRIFICANTES.",40100.33
"25/03","COMBUSTÍVEIS E LUBRIFICANTES.",29721.32
"26/03","COMBUSTÍVEIS E LUBRIFICANTES.",34419.13
"27/03","COMBUSTÍVEIS E LUBRIFICANTES.",73282.04
"28/03","COMBUSTÍVEIS E LUBRIFICANTES.",36602.44
"29/03","COMBUSTÍVEIS E LUBRIFICANTES.",12797.85
"30/03","COMBUSTÍVEIS E LUBRIFICANTES.",74782.62
"31/03","COMBUSTÍVEIS E LUBRIFICANTES.",165492.38
"01/04","COMBUSTÍVEIS E LUBRIFICANTES.",103153.31
"02/04","COMBUSTÍVEIS E LUBRIFICANTES.",48283.55
"03/04","COMBUSTÍVEIS E LUBRIFICANTES.",17064.27
"04/04","COMBUSTÍVEIS E LUBRIFICANTES.",30291.61
"05/04","COMBUSTÍVEIS E LUBRIFICANTES.",16765.97
"06/04","COMBUSTÍVEIS E LUBRIFICANTES.",82109.94
"07/04","COMBUSTÍVEIS E LUBRIFICANTES.",59808.46
"08/04","COMBUSTÍVEIS E LUBRIFICANTES.",43041.72
"09/04","COMBUSTÍVEIS E LUBRIFICANTES.",55645.63
"10/04","COMBUSTÍVEIS E LUBRIFICANTES.",53501.81
"11/04","COMBUSTÍVEIS E LUBRIFICANTES.",31796.13
"12/04","COMBUSTÍVEIS E LUBRIFICANTES.",13514.71
"13/04","COMBUSTÍVEIS E LUBRIFICANTES.",59214.95
"14/04","COMBUSTÍVEIS E LUBRIFICANTES.",38292.59
"15/04","COMBUSTÍVEIS E LUBRIFICANTES.",38966.54
"16/04","COMBUSTÍVEIS E LUBRIFICANTES.",50450.1
"17/04","COMBUSTÍVEIS E LUBRIFICANTES.",36017.11
"18/04","COMBUSTÍVEIS E LUBRIFICANTES.",32409.69
"19/04","COMBUSTÍVEIS E LUBRIFICANTES.",14389.7
"20/04","COMBUSTÍVEIS E LUBRIFICANTES.",40487.78
"21/04","COMBUSTÍVEIS E LUBRIFICANTES.",18057.07
"22/04","COMBUSTÍVEIS E LUBRIFICANTES.",52738.53
"23/04","COMBUSTÍVEIS E LUBRIFICANTES.",54611.31
"24/04","COMBUSTÍVEIS E LUBRIFICANTES.",59965.88
"25/04","COMBUSTÍVEIS E LUBRIFICANTES.",33823.54
"26/04","COMBUSTÍVEIS E LUBRIFICANTES.",19731.52
"27/04","COMBUSTÍVEIS E LUBRIFICANTES.",75680.44
"28/04","COMBUSTÍVEIS E LUBRIFICANTES.",66749.41
"29/04","COMBUSTÍVEIS E LUBRIFICANTES.",55248.74
"30/04","COMBUSTÍVEIS E LUBRIFICANTES.",173035.31
"01/05","COMBUSTÍVEIS E LUBRIFICANTES.",25876.16
"02/05","COMBUSTÍVEIS E LUBRIFICANTES.",52594.39
"03/05","COMBUSTÍVEIS E LUBRIFICANTES.",15986.07
"04/05","COMBUSTÍVEIS E LUBRIFICANTES.",108752.2
"05/05","COMBUSTÍVEIS E LUBRIFICANTES.",78778.66
"06/05","COMBUSTÍVEIS E LUBRIFICANTES.",59816
"07/05","COMBUSTÍVEIS E LUBRIFICANTES.",43469.81
"08/05","COMBUSTÍVEIS E LUBRIFICANTES.",53337.88
"09/05","COMBUSTÍVEIS E LUBRIFICANTES.",28480.61
"10/05","COMBUSTÍVEIS E LUBRIFICANTES.",17744.98
"11/05","COMBUSTÍVEIS E LUBRIFICANTES.",48031.52
"12/05","COMBUSTÍVEIS E LUBRIFICANTES.",41588.47
"13/05","COMBUSTÍVEIS E LUBRIFICANTES.",28417.16
"14/05","COMBUSTÍVEIS E LUBRIFICANTES.",30650.33
"15/05","COMBUSTÍVEIS E LUBRIFICANTES.",36493.39
"16/05","COMBUSTÍVEIS E LUBRIFICANTES.",31607.45
"17/05","COMBUSTÍVEIS E LUBRIFICANTES.",15245.56
"18/05","COMBUSTÍVEIS E LUBRIFICANTES.",66184.68
"19/05","COMBUSTÍVEIS E LUBRIFICANTES.",55165.12
"20/05","COMBUSTÍVEIS E LUBRIFICANTES.",29834.29
"21/05","COMBUSTÍVEIS E LUBRIFICANTES.",46433.88
"22/05","COMBUSTÍVEIS E LUBRIFICANTES.",54149.53
"23/05","COMBUSTÍVEIS E LUBRIFICANTES.",22165.25
"24/05","COMBUSTÍVEIS E LUBRIFICANTES.",13061.24
"25/05","COMBUSTÍVEIS E LUBRIFICANTES.",91561.75
"26/05","COMBUSTÍVEIS E LUBRIFICANTES.",42143.63
"27/05","COMBUSTÍVEIS E LUBRIFICANTES.",27442.63
"28/05","COMBUSTÍVEIS E LUBRIFICANTES.",48745.58
"29/05","COMBUSTÍVEIS E LUBRIFICANTES.",136819.59
"30/05","COMBUSTÍVEIS E LUBRIFICANTES.",57638.09
"31/05","COMBUSTÍVEIS E LUBRIFICANTES.",34974.49
"01/06","COMBUSTÍVEIS E LUBRIFICANTES.",127134.62
"02/06","COMBUSTÍVEIS E LUBRIFICANTES.",89908.26
"03/06","COMBUSTÍVEIS E LUBRIFICANTES.",53211.6
"04/06","COMBUSTÍVEIS E LUBRIFICANTES.",17753.99
"05/06","COMBUSTÍVEIS E LUBRIFICANTES.",51018.74
"06/06","COMBUSTÍVEIS E LUBRIFICANTES.",29100.34
"07/06","COMBUSTÍVEIS E LUBRIFICANTES.",18693.83
"08/06","COMBUSTÍVEIS E LUBRIFICANTES.",58043.65
"09/06","COMBUSTÍVEIS E LUBRIFICANTES.",57223.28
"10/06","COMBUSTÍVEIS E LUBRIFICANTES.",39654.33
"11/06","COMBUSTÍVEIS E LUBRIFICANTES.",51056.8
"12/06","COMBUSTÍVEIS E LUBRIFICANTES.",36019.4
"13/06","COMBUSTÍVEIS E LUBRIFICANTES.",21682.54
"14/06","COMBUSTÍVEIS E LUBRIFICANTES.",14600.09
"15/06","COMBUSTÍVEIS E LUBRIFICANTES.",72792.8
