"dataEmissao","tipoDespesa","valorLiq"
"18/07","SERVIÇOS POSTAIS",23.75
"18/07","SERVIÇOS POSTAIS",83.7
"18/07","SERVIÇOS POSTAIS",88.71
"18/07","SERVIÇOS POSTAIS",16
"18/07","SERVIÇOS POSTAIS",34.36
"18/07","SERVIÇOS POSTAIS",92.3
"18/07","SERVIÇOS POSTAIS",88
"18/07","SERVIÇOS POSTAIS",10.2
"18/07","SERVIÇOS POSTAIS",65.7
"18/07","SERVIÇOS POSTAIS",53.24
"18/07","SERVIÇOS POSTAIS",22.08
"18/07","SERVIÇOS POSTAIS",53.25
"18/07","SERVIÇOS POSTAIS",41.09
"18/07","SERVIÇOS POSTAIS",3.4
"18/07","SERVIÇOS POSTAIS",13.65
"18/07","SERVIÇOS POSTAIS",50.37
"18/07","SERVIÇOS POSTAIS",115.6
"18/07","SERVIÇOS POSTAIS",13.65
"18/07","SERVIÇOS POSTAIS",27.3
"18/07","SERVIÇOS POSTAIS",2.35
"18/07","SERVIÇOS POSTAIS",366.29
"18/07","SERVIÇOS POSTAIS",349.84
"18/07","SERVIÇOS POSTAIS",336.44
"18/07","SERVIÇOS POSTAIS",34.36
"18/07","SERVIÇOS POSTAIS",117.4
"18/07","SERVIÇOS POSTAIS",48.94
"19/07","SERVIÇOS POSTAIS",580.85
"19/07","SERVIÇOS POSTAIS",36.45
"19/07","SERVIÇOS POSTAIS",54.46
"19/07","SERVIÇOS POSTAIS",61.63
"19/07","SERVIÇOS POSTAIS",45.18
"19/07","SERVIÇOS POSTAIS",13.65
"19/07","SERVIÇOS POSTAIS",13.65
"19/07","SERVIÇOS POSTAIS",73.1
"19/07","SERVIÇOS POSTAIS",64.6
"19/07","SERVIÇOS POSTAIS",61.64
"19/07","SERVIÇOS POSTAIS",59.55
"19/07","SERVIÇOS POSTAIS",45.18
"19/07","SERVIÇOS POSTAIS",8.72
"19/07","SERVIÇOS POSTAIS",57.78
"19/07","SERVIÇOS POSTAIS",42.31
"19/07","SERVIÇOS POSTAIS",76.67
"19/07","SERVIÇOS POSTAIS",50.37
"19/07","SERVIÇOS POSTAIS",129.76
"19/07","SERVIÇOS POSTAIS",53.47
"19/07","SERVIÇOS POSTAIS",23.75
"19/07","SERVIÇOS POSTAIS",10.3
"19/07","SERVIÇOS POSTAIS",6
"19/07","SERVIÇOS POSTAIS",32.7
"19/07","SERVIÇOS POSTAIS",88
"19/07","SERVIÇOS POSTAIS",94
"19/07","SERVIÇOS POSTAIS",100.25
"19/07","SERVIÇOS POSTAIS",32.7
"19/07","SERVIÇOS POSTAIS",57.33
"19/07","SERVIÇOS POSTAIS",48.94
"19/07","SERVIÇOS POSTAIS",53.25
"19/07","SERVIÇOS POSTAIS",50.37
"19/07","SERVIÇOS POSTAIS",42.31
"19/07","SERVIÇOS POSTAIS",34.36
"19/07","SERVIÇOS POSTAIS",23.75
"19/07","SERVIÇOS POSTAIS",1104
"19/07","SERVIÇOS POSTAIS",111.24
"19/07","SERVIÇOS POSTAIS",53.25
"19/07","SERVIÇOS POSTAIS",109.6
"19/07","SERVIÇOS POSTAIS",392.7
"19/07","SERVIÇOS POSTAIS",106.4
"19/07","SERVIÇOS POSTAIS",80.7
"19/07","SERVIÇOS POSTAIS",23.75
"19/07","SERVIÇOS POSTAIS",286.65
"19/07","SERVIÇOS POSTAIS",54.6
"19/07","SERVIÇOS POSTAIS",30.55
"19/07","SERVIÇOS POSTAIS",10.95
"19/07","SERVIÇOS POSTAIS",24.55
"19/07","SERVIÇOS POSTAIS",81.64
"19/07","SERVIÇOS POSTAIS",22.35
"19/07","SERVIÇOS POSTAIS",114.66
"19/07","SERVIÇOS POSTAIS",6
"19/07","SERVIÇOS POSTAIS",113
"19/07","SERVIÇOS POSTAIS",32.7
"19/07","SERVIÇOS POSTAIS",48.94
"19/07","SERVIÇOS POSTAIS",123.45
"19/07","SERVIÇOS POSTAIS",23.75
"19/07","SERVIÇOS POSTAIS",53.4
"19/07","SERVIÇOS POSTAIS",97.18
"19/07","SERVIÇOS POSTAIS",85.39
"19/07","SERVIÇOS POSTAIS",572.17
"19/07","SERVIÇOS POSTAIS",1330.79
"19/07","SERVIÇOS POSTAIS",57.33
"19/07","SERVIÇOS POSTAIS",1.7
"19/07","SERVIÇOS POSTAIS",65.8
"19/07","SERVIÇOS POSTAIS",6
"19/07","SERVIÇOS POSTAIS",13.65
"19/07","SERVIÇOS POSTAIS",88
"19/07","SERVIÇOS POSTAIS",56.88
"19/07","SERVIÇOS POSTAIS",20.6
"19/07","SERVIÇOS POSTAIS",32.7
"20/07","SERVIÇOS POSTAIS",1410.6
"20/07","SERVIÇOS POSTAIS",10.3
"20/07","SERVIÇOS POSTAIS",32.7
"20/07","SERVIÇOS POSTAIS",24.69
"20/07","SERVIÇOS POSTAIS",53.66
"20/07","SERVIÇOS POSTAIS",13.65
"20/07","SERVIÇOS POSTAIS",13.65
"20/07","SERVIÇOS POSTAIS",27.3
"20/07","SERVIÇOS POSTAIS",103
"20/07","SERVIÇOS POSTAIS",45.18
"20/07","SERVIÇOS POSTAIS",28.53
"20/07","SERVIÇOS POSTAIS",50.37
"20/07","SERVIÇOS POSTAIS",83.18
"20/07","SERVIÇOS POSTAIS",14.1
"20/07","SERVIÇOS POSTAIS",91.46
"20/07","SERVIÇOS POSTAIS",27.9
"20/07","SERVIÇOS POSTAIS",88.71
"20/07","SERVIÇOS POSTAIS",21.31
"20/07","SERVIÇOS POSTAIS",50.26
"20/07","SERVIÇOS POSTAIS",50.37
"20/07","SERVIÇOS POSTAIS",121.41
"20/07","SERVIÇOS POSTAIS",23.75
"20/07","SERVIÇOS POSTAIS",88
"20/07","SERVIÇOS POSTAIS",1.7
"20/07","SERVIÇOS POSTAIS",72.85
"20/07","SERVIÇOS POSTAIS",65.7
"20/07","SERVIÇOS POSTAIS",120.06
"20/07","SERVIÇOS POSTAIS",40.75
"20/07","SERVIÇOS POSTAIS",102
"20/07","SERVIÇOS POSTAIS",54
"20/07","SERVIÇOS POSTAIS",54.47
"20/07","SERVIÇOS POSTAIS",10.95
"20/07","SERVIÇOS POSTAIS",32.7
"20/07","SERVIÇOS POSTAIS",88
"20/07","SERVIÇOS POSTAIS",34.36
"20/07","SERVIÇOS POSTAIS",273.8
"20/07","SERVIÇOS POSTAIS",13.65
"20/07","SERVIÇOS POSTAIS",114.66
"20/07","SERVIÇOS POSTAIS",37
"20/07","SERVIÇOS POSTAIS",336.91
"20/07","SERVIÇOS POSTAIS",20.39
"20/07","SERVIÇOS POSTAIS",32.7
"20/07","SERVIÇOS POSTAIS",23.75
"20/07","SERVIÇOS POSTAIS",54.4
"20/07","SERVIÇOS POSTAIS",65.7
"20/07","SERVIÇOS POSTAIS",1.7
"20/07","SERVIÇOS POSTAIS",4.7
"20/07","SERVIÇOS POSTAIS",6.5
"20/07","SERVIÇOS POSTAIS",80.7
"20/07","SERVIÇOS POSTAIS",53.24
"20/07","SERVIÇOS POSTAIS",14.69
"20/07","SERVIÇOS POSTAIS",34.36
"20/07","SERVIÇOS POSTAIS",61.63
"20/07","SERVIÇOS POSTAIS",45.39
"20/07","SERVIÇOS POSTAIS",64.73
"20/07","SERVIÇOS POSTAIS",124.8
"20/07","SERVIÇOS POSTAIS",110.42
"20/07","SERVIÇOS POSTAIS",48.94
"20/07","SERVIÇOS POSTAIS",15.66
"20/07","SERVIÇOS POSTAIS",76.67
"20/07","SERVIÇOS POSTAIS",36.45
"20/07","SERVIÇOS POSTAIS",113.95
"20/07","SERVIÇOS POSTAIS",50.37
"20/07","SERVIÇOS POSTAIS",27.3
"20/07","SERVIÇOS POSTAIS",91.2
"20/07","SERVIÇOS POSTAIS",23.75
"20/07","SERVIÇOS POSTAIS",50.37
"20/07","SERVIÇOS POSTAIS",32.7
"20/07","SERVIÇOS POSTAIS",61.4
"20/07","SERVIÇOS POSTAIS",32.7
"20/07","SERVIÇOS POSTAIS",18.23
"20/07","SERVIÇOS POSTAIS",15.58
"20/07","SERVIÇOS POSTAIS",53.25
"20/07","SERVIÇOS POSTAIS",25.74
"20/07","SERVIÇOS POSTAIS",171.38
"20/07","SERVIÇOS POSTAIS",48.94
"20/07","SERVIÇOS POSTAIS",18.23
"20/07","SERVIÇOS POSTAIS",48.94
"20/07","SERVIÇOS POSTAIS",13.65
"20/07","SERVIÇOS POSTAIS",48.94
"20/07","SERVIÇOS POSTAIS",54.46
"20/07","SERVIÇOS POSTAIS",153.3
"20/07","SERVIÇOS POSTAIS",10.95
"21/07","SERVIÇOS POSTAIS",388.31
"21/07","SERVIÇOS POSTAIS",68.71
"21/07","SERVIÇOS POSTAIS",77.77
"21/07","SERVIÇOS POSTAIS",34.36
"21/07","SERVIÇOS POSTAIS",10.95
"21/07","SERVIÇOS POSTAIS",113.95
"21/07","SERVIÇOS POSTAIS",78.76
"21/07","SERVIÇOS POSTAIS",88.71
"21/07","SERVIÇOS POSTAIS",61.4
"21/07","SERVIÇOS POSTAIS",366.27
"21/07","SERVIÇOS POSTAIS",345.78
"21/07","SERVIÇOS POSTAIS",61.4
"21/07","SERVIÇOS POSTAIS",99.09
"21/07","SERVIÇOS POSTAIS",20.17
"21/07","SERVIÇOS POSTAIS",26
"21/07","SERVIÇOS POSTAIS",61.4
"21/07","SERVIÇOS POSTAIS",32.7
"21/07","SERVIÇOS POSTAIS",76.67
"21/07","SERVIÇOS POSTAIS",54.01
"21/07","SERVIÇOS POSTAIS",57.33
"21/07","SERVIÇOS POSTAIS",88.71
"21/07","SERVIÇOS POSTAIS",1.7
"21/07","SERVIÇOS POSTAIS",21.9
"21/07","SERVIÇOS POSTAIS",61.4
"21/07","SERVIÇOS POSTAIS",88
"21/07","SERVIÇOS POSTAIS",78.76
"21/07","SERVIÇOS POSTAIS",74.8
"21/07","SERVIÇOS POSTAIS",61.4
"21/07","SERVIÇOS POSTAIS",374.61
"21/07","SERVIÇOS POSTAIS",114.11
"21/07","SERVIÇOS POSTAIS",88.4
"21/07","SERVIÇOS POSTAIS",13.65
"21/07","SERVIÇOS POSTAIS",7.55
"21/07","SERVIÇOS POSTAIS",88
"21/07","SERVIÇOS POSTAIS",41.09
"21/07","SERVIÇOS POSTAIS",43.41
"21/07","SERVIÇOS POSTAIS",50.37
"21/07","SERVIÇOS POSTAIS",107.9
"21/07","SERVIÇOS POSTAIS",5.1
"21/07","SERVIÇOS POSTAIS",81.5
"21/07","SERVIÇOS POSTAIS",14.69
"21/07","SERVIÇOS POSTAIS",702.16
"21/07","SERVIÇOS POSTAIS",19.85
"21/07","SERVIÇOS POSTAIS",57.33
"21/07","SERVIÇOS POSTAIS",88
"21/07","SERVIÇOS POSTAIS",65.7
"21/07","SERVIÇOS POSTAIS",53.24
"21/07","SERVIÇOS POSTAIS",48.94
"21/07","SERVIÇOS POSTAIS",48.94
"21/07","SERVIÇOS POSTAIS",37
"21/07","SERVIÇOS POSTAIS",48.94
"21/07","SERVIÇOS POSTAIS",65.7
"21/07","SERVIÇOS POSTAIS",47.28
"21/07","SERVIÇOS POSTAIS",337.1
"21/07","SERVIÇOS POSTAIS",258.4
"21/07","SERVIÇOS POSTAIS",54.68
"21/07","SERVIÇOS POSTAIS",65.4
"21/07","SERVIÇOS POSTAIS",81.5
"22/07","SERVIÇOS POSTAIS",2806.45
"22/07","SERVIÇOS POSTAIS",792.2
"22/07","SERVIÇOS POSTAIS",14.69
"22/07","SERVIÇOS POSTAIS",56.23
"22/07","SERVIÇOS POSTAIS",26
"22/07","SERVIÇOS POSTAIS",20.3
"22/07","SERVIÇOS POSTAIS",53.24
"22/07","SERVIÇOS POSTAIS",48.94
"22/07","SERVIÇOS POSTAIS",40.21
"22/07","SERVIÇOS POSTAIS",40.87
"22/07","SERVIÇOS POSTAIS",24.07
"22/07","SERVIÇOS POSTAIS",112.68
"22/07","SERVIÇOS POSTAIS",81.03
"22/07","SERVIÇOS POSTAIS",51.58
"22/07","SERVIÇOS POSTAIS",53.25
"22/07","SERVIÇOS POSTAIS",36.45
"22/07","SERVIÇOS POSTAIS",108
"22/07","SERVIÇOS POSTAIS",61.4
"22/07","SERVIÇOS POSTAIS",15.55
"22/07","SERVIÇOS POSTAIS",53.24
"22/07","SERVIÇOS POSTAIS",34.36
"22/07","SERVIÇOS POSTAIS",50.37
"22/07","SERVIÇOS POSTAIS",54.46
"22/07","SERVIÇOS POSTAIS",25.74
"22/07","SERVIÇOS POSTAIS",34.36
"22/07","SERVIÇOS POSTAIS",122.8
"22/07","SERVIÇOS POSTAIS",68.71
"22/07","SERVIÇOS POSTAIS",61.4
"22/07","SERVIÇOS POSTAIS",1.7
"22/07","SERVIÇOS POSTAIS",23.34
"22/07","SERVIÇOS POSTAIS",82.63
"22/07","SERVIÇOS POSTAIS",28.53
"22/07","SERVIÇOS POSTAIS",61.4
"22/07","SERVIÇOS POSTAIS",20.11
"22/07","SERVIÇOS POSTAIS",50.26
"22/07","SERVIÇOS POSTAIS",53.24
"22/07","SERVIÇOS POSTAIS",27.9
"22/07","SERVIÇOS POSTAIS",11.9
"22/07","SERVIÇOS POSTAIS",103.9
"22/07","SERVIÇOS POSTAIS",48.94
"22/07","SERVIÇOS POSTAIS",32.7
"22/07","SERVIÇOS POSTAIS",23.75
"22/07","SERVIÇOS POSTAIS",53.24
"22/07","SERVIÇOS POSTAIS",61.75
"22/07","SERVIÇOS POSTAIS",28.52
"22/07","SERVIÇOS POSTAIS",57.33
"22/07","SERVIÇOS POSTAIS",4.7
"22/07","SERVIÇOS POSTAIS",23.75
"22/07","SERVIÇOS POSTAIS",23.75
"22/07","SERVIÇOS POSTAIS",48.94
"22/07","SERVIÇOS POSTAIS",1.7
"22/07","SERVIÇOS POSTAIS",61.2
"22/07","SERVIÇOS POSTAIS",48.94
"22/07","SERVIÇOS POSTAIS",18.99
"22/07","SERVIÇOS POSTAIS",17.01
"22/07","SERVIÇOS POSTAIS",9.4
"22/07","SERVIÇOS POSTAIS",61.4
"22/07","SERVIÇOS POSTAIS",134.3
"22/07","SERVIÇOS POSTAIS",51.3
"22/07","SERVIÇOS POSTAIS",34.36
"22/07","SERVIÇOS POSTAIS",38.66
"22/07","SERVIÇOS POSTAIS",2.35
"22/07","SERVIÇOS POSTAIS",13.65
"22/07","SERVIÇOS POSTAIS",104.61
"22/07","SERVIÇOS POSTAIS",34.36
"22/07","SERVIÇOS POSTAIS",1.7
"22/07","SERVIÇOS POSTAIS",88.71
"22/07","SERVIÇOS POSTAIS",119.1
"22/07","SERVIÇOS POSTAIS",54.4
"22/07","SERVIÇOS POSTAIS",92.3
"22/07","SERVIÇOS POSTAIS",43.51
"23/07","SERVIÇOS POSTAIS",59.35
"25/07","SERVIÇOS POSTAIS",1386.39
"25/07","SERVIÇOS POSTAIS",29.05
"25/07","SERVIÇOS POSTAIS",99.31
"25/07","SERVIÇOS POSTAIS",20.98
"25/07","SERVIÇOS POSTAIS",32.7
"25/07","SERVIÇOS POSTAIS",205.7
"25/07","SERVIÇOS POSTAIS",426.54
"25/07","SERVIÇOS POSTAIS",405.42
"25/07","SERVIÇOS POSTAIS",28.05
"25/07","SERVIÇOS POSTAIS",57.33
"25/07","SERVIÇOS POSTAIS",472.6
"25/07","SERVIÇOS POSTAIS",54.46
"25/07","SERVIÇOS POSTAIS",334.34
"25/07","SERVIÇOS POSTAIS",64.73
"25/07","SERVIÇOS POSTAIS",50.37
"25/07","SERVIÇOS POSTAIS",224.2
"25/07","SERVIÇOS POSTAIS",58.75
"25/07","SERVIÇOS POSTAIS",47.28
"25/07","SERVIÇOS POSTAIS",496.42
"25/07","SERVIÇOS POSTAIS",32.7
"25/07","SERVIÇOS POSTAIS",53.24
"25/07","SERVIÇOS POSTAIS",88
"25/07","SERVIÇOS POSTAIS",61.4
"25/07","SERVIÇOS POSTAIS",45.35
"25/07","SERVIÇOS POSTAIS",10.95
"25/07","SERVIÇOS POSTAIS",36
"25/07","SERVIÇOS POSTAIS",37
"25/07","SERVIÇOS POSTAIS",53.24
"25/07","SERVIÇOS POSTAIS",88
"25/07","SERVIÇOS POSTAIS",31.04
"25/07","SERVIÇOS POSTAIS",6.8
"25/07","SERVIÇOS POSTAIS",85.12
"25/07","SERVIÇOS POSTAIS",61.4
"25/07","SERVIÇOS POSTAIS",13.65
"25/07","SERVIÇOS POSTAIS",2.35
"25/07","SERVIÇOS POSTAIS",88.4
"25/07","SERVIÇOS POSTAIS",75.15
"25/07","SERVIÇOS POSTAIS",25.74
"25/07","SERVIÇOS POSTAIS",49.05
"25/07","SERVIÇOS POSTAIS",163.7
"25/07","SERVIÇOS POSTAIS",76.67
"25/07","SERVIÇOS POSTAIS",32.7
"25/07","SERVIÇOS POSTAIS",43.41
"25/07","SERVIÇOS POSTAIS",54.46
"25/07","SERVIÇOS POSTAIS",44.96
"25/07","SERVIÇOS POSTAIS",702.1
"25/07","SERVIÇOS POSTAIS",112.2
"25/07","SERVIÇOS POSTAIS",131.1
"25/07","SERVIÇOS POSTAIS",30.22
"25/07","SERVIÇOS POSTAIS",52.18
"25/07","SERVIÇOS POSTAIS",98.02
"25/07","SERVIÇOS POSTAIS",62.1
"25/07","SERVIÇOS POSTAIS",196.65
"25/07","SERVIÇOS POSTAIS",1586.96
"25/07","SERVIÇOS POSTAIS",61.4
"25/07","SERVIÇOS POSTAIS",48.94
"25/07","SERVIÇOS POSTAIS",54.68
"25/07","SERVIÇOS POSTAIS",18.59
"25/07","SERVIÇOS POSTAIS",32.7
"25/07","SERVIÇOS POSTAIS",23.75
"25/07","SERVIÇOS POSTAIS",5.1
"25/07","SERVIÇOS POSTAIS",80.7
"25/07","SERVIÇOS POSTAIS",41.09
"25/07","SERVIÇOS POSTAIS",43.41
"25/07","SERVIÇOS POSTAIS",159.72
"25/07","SERVIÇOS POSTAIS",48.94
"25/07","SERVIÇOS POSTAIS",25.5
"25/07","SERVIÇOS POSTAIS",53.47
"25/07","SERVIÇOS POSTAIS",36.45
"25/07","SERVIÇOS POSTAIS",391
"26/07","SERVIÇOS POSTAIS",1797.19
"26/07","SERVIÇOS POSTAIS",50.37
"26/07","SERVIÇOS POSTAIS",17.78
"26/07","SERVIÇOS POSTAIS",48.94
"26/07","SERVIÇOS POSTAIS",94.16
"26/07","SERVIÇOS POSTAIS",88
"26/07","SERVIÇOS POSTAIS",97.2
"26/07","SERVIÇOS POSTAIS",37
"26/07","SERVIÇOS POSTAIS",34.36
"26/07","SERVIÇOS POSTAIS",65.4
"26/07","SERVIÇOS POSTAIS",50.37
"26/07","SERVIÇOS POSTAIS",14.69
"26/07","SERVIÇOS POSTAIS",88
"26/07","SERVIÇOS POSTAIS",3.25
"26/07","SERVIÇOS POSTAIS",138.65
"26/07","SERVIÇOS POSTAIS",32.83
"26/07","SERVIÇOS POSTAIS",50.42
"26/07","SERVIÇOS POSTAIS",17.01
"26/07","SERVIÇOS POSTAIS",88
"26/07","SERVIÇOS POSTAIS",27.9
"26/07","SERVIÇOS POSTAIS",97.88
"26/07","SERVIÇOS POSTAIS",78.76
"26/07","SERVIÇOS POSTAIS",91.8
"26/07","SERVIÇOS POSTAIS",45.18
"26/07","SERVIÇOS POSTAIS",2.35
"26/07","SERVIÇOS POSTAIS",91.8
"26/07","SERVIÇOS POSTAIS",359.36
"26/07","SERVIÇOS POSTAIS",61.4
"26/07","SERVIÇOS POSTAIS",37
"26/07","SERVIÇOS POSTAIS",54.46
"26/07","SERVIÇOS POSTAIS",202
"26/07","SERVIÇOS POSTAIS",249.65
"26/07","SERVIÇOS POSTAIS",141.75
"26/07","SERVIÇOS POSTAIS",116.95
"26/07","SERVIÇOS POSTAIS",88
"26/07","SERVIÇOS POSTAIS",65.1
"26/07","SERVIÇOS POSTAIS",64.73
"26/07","SERVIÇOS POSTAIS",14
"26/07","SERVIÇOS POSTAIS",61.75
"26/07","SERVIÇOS POSTAIS",42.31
"26/07","SERVIÇOS POSTAIS",22.1
"26/07","SERVIÇOS POSTAIS",57.33
"26/07","SERVIÇOS POSTAIS",57.33
"26/07","SERVIÇOS POSTAIS",32.7
"26/07","SERVIÇOS POSTAIS",184.89
"26/07","SERVIÇOS POSTAIS",80.7
"26/07","SERVIÇOS POSTAIS",88
"26/07","SERVIÇOS POSTAIS",34.36
"26/07","SERVIÇOS POSTAIS",66.05
"26/07","SERVIÇOS POSTAIS",57.33
"26/07","SERVIÇOS POSTAIS",57.33
"26/07","SERVIÇOS POSTAIS",48.94
"27/07","SERVIÇOS POSTAIS",15577.06
"27/07","SERVIÇOS POSTAIS",30.6
"27/07","SERVIÇOS POSTAIS",48.94
"27/07","SERVIÇOS POSTAIS",275.4
"27/07","SERVIÇOS POSTAIS",514.92
"27/07","SERVIÇOS POSTAIS",88
"27/07","SERVIÇOS POSTAIS",11.75
"27/07","SERVIÇOS POSTAIS",450.45
"27/07","SERVIÇOS POSTAIS",48.94
"27/07","SERVIÇOS POSTAIS",6
"27/07","SERVIÇOS POSTAIS",438.17
"27/07","SERVIÇOS POSTAIS",950.06
"27/07","SERVIÇOS POSTAIS",50.37
"27/07","SERVIÇOS POSTAIS",54.67
"27/07","SERVIÇOS POSTAIS",131.4
"27/07","SERVIÇOS POSTAIS",88
"27/07","SERVIÇOS POSTAIS",32.7
"27/07","SERVIÇOS POSTAIS",34.36
"27/07","SERVIÇOS POSTAIS",61.4
"27/07","SERVIÇOS POSTAIS",41.09
"27/07","SERVIÇOS POSTAIS",21.9
"27/07","SERVIÇOS POSTAIS",57.33
"27/07","SERVIÇOS POSTAIS",32.7
"27/07","SERVIÇOS POSTAIS",64.73
"27/07","SERVIÇOS POSTAIS",53.25
"27/07","SERVIÇOS POSTAIS",88
"27/07","SERVIÇOS POSTAIS",100.31
"27/07","SERVIÇOS POSTAIS",36.4
"27/07","SERVIÇOS POSTAIS",36.18
"27/07","SERVIÇOS POSTAIS",1060.61
"27/07","SERVIÇOS POSTAIS",54.67
"27/07","SERVIÇOS POSTAIS",80.7
"27/07","SERVIÇOS POSTAIS",36.45
"27/07","SERVIÇOS POSTAIS",18.99
"27/07","SERVIÇOS POSTAIS",57.33
"27/07","SERVIÇOS POSTAIS",41.09
"27/07","SERVIÇOS POSTAIS",48.94
"27/07","SERVIÇOS POSTAIS",53.47
"27/07","SERVIÇOS POSTAIS",48.94
"27/07","SERVIÇOS POSTAIS",23.75
"27/07","SERVIÇOS POSTAIS",157.2
"27/07","SERVIÇOS POSTAIS",27.9
"27/07","SERVIÇOS POSTAIS",10.8
"27/07","SERVIÇOS POSTAIS",1.7
"27/07","SERVIÇOS POSTAIS",223.5
"27/07","SERVIÇOS POSTAIS",15.66
"27/07","SERVIÇOS POSTAIS",92.48
"27/07","SERVIÇOS POSTAIS",32.7
"27/07","SERVIÇOS POSTAIS",41.09
"27/07","SERVIÇOS POSTAIS",23.75
"27/07","SERVIÇOS POSTAIS",241.74
"27/07","SERVIÇOS POSTAIS",68.71
"27/07","SERVIÇOS POSTAIS",43.41
"27/07","SERVIÇOS POSTAIS",57.33
"27/07","SERVIÇOS POSTAIS",53.24
"27/07","SERVIÇOS POSTAIS",10.95
"27/07","SERVIÇOS POSTAIS",45.18
"27/07","SERVIÇOS POSTAIS",45.39
"27/07","SERVIÇOS POSTAIS",9.1
"27/07","SERVIÇOS POSTAIS",67.43
"27/07","SERVIÇOS POSTAIS",43.41
"27/07","SERVIÇOS POSTAIS",49.6
"27/07","SERVIÇOS POSTAIS",42.5
"27/07","SERVIÇOS POSTAIS",18.99
"27/07","SERVIÇOS POSTAIS",28.63
"27/07","SERVIÇOS POSTAIS",34.36
"27/07","SERVIÇOS POSTAIS",34.36
"27/07","SERVIÇOS POSTAIS",56.22
"27/07","SERVIÇOS POSTAIS",57.33
"27/07","SERVIÇOS POSTAIS",11.85
"27/07","SERVIÇOS POSTAIS",1.7
"27/07","SERVIÇOS POSTAIS",1.7
"27/07","SERVIÇOS POSTAIS",8.5
"27/07","SERVIÇOS POSTAIS",67.7
"27/07","SERVIÇOS POSTAIS",15.58
"27/07","SERVIÇOS POSTAIS",103.77
"27/07","SERVIÇOS POSTAIS",14.9
"28/07","SERVIÇOS POSTAIS",646.03
"28/07","SERVIÇOS POSTAIS",48.94
"28/07","SERVIÇOS POSTAIS",20.4
"28/07","SERVIÇOS POSTAIS",54.6
"28/07","SERVIÇOS POSTAIS",13.65
"28/07","SERVIÇOS POSTAIS",54.6
"28/07","SERVIÇOS POSTAIS",33.55
"28/07","SERVIÇOS POSTAIS",34.36
"28/07","SERVIÇOS POSTAIS",88
"28/07","SERVIÇOS POSTAIS",57.33
"28/07","SERVIÇOS POSTAIS",351.9
"28/07","SERVIÇOS POSTAIS",49.48
"28/07","SERVIÇOS POSTAIS",66.83
"28/07","SERVIÇOS POSTAIS",76.11
"28/07","SERVIÇOS POSTAIS",53.25
"28/07","SERVIÇOS POSTAIS",32.7
"28/07","SERVIÇOS POSTAIS",50.37
"28/07","SERVIÇOS POSTAIS",50.37
"28/07","SERVIÇOS POSTAIS",75.89
"28/07","SERVIÇOS POSTAIS",53.13
"28/07","SERVIÇOS POSTAIS",97.88
"28/07","SERVIÇOS POSTAIS",6
"28/07","SERVIÇOS POSTAIS",48.94
"28/07","SERVIÇOS POSTAIS",50.37
"28/07","SERVIÇOS POSTAIS",27.21
"28/07","SERVIÇOS POSTAIS",22.28
"28/07","SERVIÇOS POSTAIS",176.41
"28/07","SERVIÇOS POSTAIS",57.33
"28/07","SERVIÇOS POSTAIS",129.4
"28/07","SERVIÇOS POSTAIS",172.44
"28/07","SERVIÇOS POSTAIS",31.86
"28/07","SERVIÇOS POSTAIS",313.95
"28/07","SERVIÇOS POSTAIS",80.7
"28/07","SERVIÇOS POSTAIS",41.09
"28/07","SERVIÇOS POSTAIS",8.5
"28/07","SERVIÇOS POSTAIS",27.3
"28/07","SERVIÇOS POSTAIS",72.35
"28/07","SERVIÇOS POSTAIS",358.35
"28/07","SERVIÇOS POSTAIS",404.48
"28/07","SERVIÇOS POSTAIS",41.09
"28/07","SERVIÇOS POSTAIS",50.37
"28/07","SERVIÇOS POSTAIS",18.23
"28/07","SERVIÇOS POSTAIS",1.7
"28/07","SERVIÇOS POSTAIS",88
"28/07","SERVIÇOS POSTAIS",18.7
"28/07","SERVIÇOS POSTAIS",23.75
"29/07","SERVIÇOS POSTAIS",1852.49
"29/07","SERVIÇOS POSTAIS",61.75
"29/07","SERVIÇOS POSTAIS",214.31
"29/07","SERVIÇOS POSTAIS",58.76
"29/07","SERVIÇOS POSTAIS",120.7
"29/07","SERVIÇOS POSTAIS",32.3
"29/07","SERVIÇOS POSTAIS",895.86
"29/07","SERVIÇOS POSTAIS",23.75
"29/07","SERVIÇOS POSTAIS",34.36
"29/07","SERVIÇOS POSTAIS",22.35
"29/07","SERVIÇOS POSTAIS",3357.5
"29/07","SERVIÇOS POSTAIS",25.85
"29/07","SERVIÇOS POSTAIS",382.2
"29/07","SERVIÇOS POSTAIS",27.9
"29/07","SERVIÇOS POSTAIS",34.36
"29/07","SERVIÇOS POSTAIS",38.1
"29/07","SERVIÇOS POSTAIS",61.4
"29/07","SERVIÇOS POSTAIS",168.3
"29/07","SERVIÇOS POSTAIS",41.09
"29/07","SERVIÇOS POSTAIS",32.7
"29/07","SERVIÇOS POSTAIS",152.44
"29/07","SERVIÇOS POSTAIS",23.75
"29/07","SERVIÇOS POSTAIS",54.46
"29/07","SERVIÇOS POSTAIS",151.78
"29/07","SERVIÇOS POSTAIS",236.3
"29/07","SERVIÇOS POSTAIS",22.1
"29/07","SERVIÇOS POSTAIS",25.74
"29/07","SERVIÇOS POSTAIS",12.6
"29/07","SERVIÇOS POSTAIS",124.2
"29/07","SERVIÇOS POSTAIS",13.65
"29/07","SERVIÇOS POSTAIS",19.85
